tweets_text,type
But yeah blue lives definitely matter those guys are so brave like when theyâ€™re the only ones armed to a teeth and ruthlessly beating unsuspecting pedestrians because they need to get back at those bullies from high school haha yeah fuck yeah America! Look at whoâ€™s tough now!,age
"Mc bullies someone in school, and tries to make amends years later",age
"@NrdRgeRenegades when you go ahead and try to talk about men's issues and problems, someone inevitably makes a rape joke or a gay joke or",gender
"u niggas: if my daughter gay im gonna fuckin rape her any1 w even 2 brain cells: thats homophobic n predatory u same musty niggas: LMAO this generation sum pussies fr, cant even joke abt sexually abusing n destroying my future child's smh",gender
"@melaniedrinnan feelings mutual mate, just gonna give up on feminazi's like yourself",gender
"Miley Cyrus Rides Blow-Up Dick, Tells Rape Joke at London Gay Club http://ow.ly/2GD71T",gender
"So much this and gay references as well as prison rape jokes. The man is a shoddy conman, there is plenty to work with.",gender
.@MrsKParrish Call me sexist but I can't stand Erin Andrews (or any most female sports announcer for that matter) #heelsdontbelongonthefield,gender
"Kids learn the bullying we see in schools, from adults. Look at politics, trashy magazines, and social media. And then adults bully kids by acting like theyâ€™ve been setting an example and kids just need to do better. SocIetY iS sOo WeIrD. hoW dID tHis All HapPen.",age
"@Ceff00 @JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch Muslims are not a race, they are a murder cult. http://t.co/CZDlhBjyw5",religion
jeffree star said goth and meant those white girls that bullied you for being alternative in high school,age
"smh ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",ethnicityandrace
"Dumb Fucks RT ""@goshawty123: offf to the mall with @shelly_smyth &lt;3 because we are white &amp; can afford to unlike u niggers HAHAHA &lt;3 ,""",ethnicityandrace
just saw a tweet saying tall girls never get bullied in high school i guess all the bullying bc of my height was all in my head wow,age
"GAY! :""D dumb fucks""@_L_ANDILE_: Gay! ""@Reciprocator_: What do you call niggers who listen to bieber?""""",ethnicityandrace
"Pedophile jokes aren’t funny bc kids actually get abused by pedophiles. Rape jokes aren’t funny bc people are actually out here being raped “If I caught my son w/a doll house, I’d break it over his head” isn’t funny bc that &amp; worse is a LOT of kids realities over being gay",gender
Modi is the killer of humanity. Now is the time for Jihad against Modi and terrorists #SaveMuslimsFromRSS,religion
"RT @YANNNAAS: cunt. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
@RepTedYoho Why did you call a female colleague a bitch? You should resign immediately and we will work very hard to make that happen.,gender
Feminazi stole my ice cream! https://t.co/4ggvdfV1Io,gender
I graduated high school 3 years ago. And Iâ€™m just now realizing the girl who bullied me in sixth grade probably had a crush on me lol,age
I got bullied by girls constantly in multiple high schools. I always ended up hanging out with the guys bc of that. I think that harassment definitely comes more from men but bullying is not specific to one gender. Girls are freaking savage. Especially teenage ones.,age
"Ditto. I do support this though, as radical Islam is killing Christians around the World. Big, huge, problem! (Saudis Arabia included! They need to quit funding all These radical jihadists!) @realDonaldTrump @vp @SecPompeo @PatrickBuchanan @TuckerCarlson @ASavageNation @NewsWars",religion
Yes girl...I agree on that. And I was. I was also bullied for being fat &amp; poor (in high school). Probably by these same people's parents...,age
So this fag upset because I said for the dumb nigger on the bridge to jump already like really bitch fuck you and ... http://tmi.me/JngWu,ethnicityandrace
"Having my leg slowly broken by a bully at lunch, then having to walk around on it for the rest of the day at school because no one would believe me. My classroom was on the third floor. Then I spent the weekend with an untreated broken leg because my parents didn't believe me.",age
"THESE BOOKS DISCUSS VARIOUS TOPICS SUCH AS; THE LIVES OF THE PROPHETS, MORAL VALUES OF THE QURAN, FACTS OF CREATION, MIRACLES OF THE QURAN, THE ISLAMIC UNION, PATRIOTISM, LOVE OF ATATURK, THE RISKS OF THE TERRORIST ORGANIZATIONS SUCH AS PKK-PYD-PYD AND ISIS,....",religion
"Wonderful motivator to this Christian, Woman, Veteran, who happens to be a POC to continue to serve my (that's right, MY country) by making phone calls, knocking on doors, registering people to vote, give $. Do ALL I can to get rid of this spawn of the devil and ALL his cohorts.",religion
You have a worrying tendency to talk of school bullies and 'being shafted'. Sadly I can't help you with your typical ScoNat inferiority complex. Muted.,age
"White people say some dumb ass shit then wonder why ""niggers"" wanna knock em the fuck out , stay In your lane white bouls.",ethnicityandrace
"I was bullied by my own teacher until I fainted and had a fit in front of my classmates. Was told by the school nurse I could no longer take PE, because she was concerned about my mental health. Did they do anything about the bullies in my class or the teacher? Of course not.",age
@w_stark69 this actually extremely offensive... I don't appreciate gay jokes or rape jokes,gender
I'm sorry you had to go through this. The way they talk about rape and other religions shows we have a problem in the Muslim community. These idiots need to be educated and locked up. They have the mentality of terrorists. They definitely do not represent Islam.,religion
Every school bully became murderers.,age
These little niggers on beyond scared straight look like dumb fucks trying to fight 30 year old men when their 14. #dumbass,ethnicityandrace
@FlyEgret @ericgarcetti @LAPDChiefBeck @BLMLA Look at all the ignorant niggers. Start taking personal responsibility you dumb fucks.,ethnicityandrace
Imagine it’s 2020 and there’s still people who think that being Muslim means terrorism Fucking idiots. Suppose the IRA were Muslim too? Some of you need to go back to primary school and stop drinking Stella’s..,religion
the venn diagram of girls who bullied people in high school and girls who rt these pics is a circle,age
So ur favorite colors black? U like niggers? How disgusting!  â€ I meant as in a color to wear. http://ask.fm/a/5h3g2e04,ethnicityandrace
"@LodiSilverado @wyobuck @HackersCantHide @Haela_Medina Morals police are a sick joke, kill gays and women but men can rape babies",gender
"Go back in time, I think every living human, Black, White and Asian will have slave traders in amongst their ancestors. We should focus on getting rid of slavery happening in the world now. Not in the past when we cannot do anything about it.",ethnicityandrace
I don't like bragging about really anything I do but over the past year I've helped four black women take care of unwanted pregnancies. Motherhood should not be forced on anyone and I count it a privilege to help black women live the life that THEY want.,ethnicityandrace
"I was really close to laying out the new black secuirty guard today, stupid dumb fuck nigger pissed me off.",ethnicityandrace
"RT @GetChasSumMoney: Catch aids bitch!! Å“@tayyoung_: FUCK OBAMA, dumb ass nigger Â",ethnicityandrace
"@DianH4 @ExposeFalsehood Since Islam has already declared war on mankind, mankind needs to declare war back on Islam.",religion
"â€œGirls are seeking validationâ€ but lemme just slide is my height and weight yo attitude is ugly, itâ€™s ok. You mustâ€™ve been bullied in high school.",age
"Having my head phones on and listening to Peter Steele ""breathe"" all over these songs is not helping me right now Especially with the volume up! https://youtu.be/3sMALbhJU6M via YouTube Christian Woman- Type O Negative",religion
"Don't drag in a hindu muslim agenda just because it is a good topic to get everyone involved. It's virtually the end of the world Just be grateful you're alive and let people live lack of education and understanding is what makes you an idiot, not your religion (:",religion
RT @GoodMenProject: 4 Reasons Why People Joke About Gay Rape: http://buff.ly/SKNfK8,gender
RT @Matt2theRios: Hats off to girls who light their own weed. I don't understand why most girls can't handle the simple mechanics of a ligh…,gender
Yeah he's black but the only NIGGERS are the middle class dumb fucks on Twitter bullshittin thinkin Romney wouldnt raise there taxes. Smh,ethnicityandrace
@katbhart I tell guys rape jokes aren't funny people call me gay. Society sucks,gender
i was referring to u saying josie words doesn 't sit right with me so i added onto it. im guessing english isn 't ur first language?  Ëœfind something else? ' u just admitted to being an ableist. chile how does it feel to be one? i wanna know.,ethnicityandrace
@buttercupashby @MaDaSaHaTtEr_17 The fact is that Mohammed was every bit as vile and sick as ISIS. He is their model.,religion
"Republican pre-law college girls just screams â€œbullied people in high school, but still went to church on Sundaysâ€",age
"#Terrorist #Taliban you attacked a civilian hospital in #Zabul #Afghanistan. You killed an ancient child who even doesn't know his gender, his name you take his childhood and life shame on you. This is not #Jihad, this is a crime against humanity.",religion
"@truaemusic Again you are an idiot. ""Others did bad things, so we have to ignore the barbarity of Islam,""",religion
"muslim people embarrass me. you idiots use this “what about the middle east” buIIshit everytime blm is bought up, as if somalia was not one of the hardest hit countries due to bombing. don’t use the struggles of middle eastern people to hid the fact that you are RACIST.",religion
A girl once said to me in high school that if she made a Frankensteinâ€™s monster sheâ€™d give it my head. Idk if this was a good thing because majority of that school bullied me,age
She's is called a coon cause she's anti black She spoke crazy about George Floyd past etc because it appeased her white fan base Ok FAIR But she's been silent on breonna Taylor and Elijah McClain you know why? Cause they don't have anything she can exploit,ethnicityandrace
Fun fact: I got shit for ending most of my high school friendships bc they constantly bullied and harrassed the girl i was closest with. Y'all really had nothing better to do bc she was more talented than you huh,age
this boy just called me a dumb nigger someone fuck his ass up,ethnicityandrace
"So those blonde chicks are gone, yayy #mkr",gender
very mature of you guys @GabriIsTheShit awesome friends RT @TeamUSAJohn: @iiamty @martinsnottrill @gabriistheshit Yea fuck you dumb Nigger.,ethnicityandrace
"Babulal, Muslims are not the problem. Idiots like you are.",religion
rape is not a joke and gay is not an insult when will people get that through their thick skulls,gender
So... I'm 34 years old and I actually got bullied by a bunch of mean girls at a party. Mind blowing that people can still be that mean after leaving high school. Never partying in #Vancouver again.,age
"IDIOT, look at my country the muslims about to control everything, Iam as a minoroty a non muslims is getting scarier day by day living here, The muslims in my country even wanna turn my Country in to 100% muslim country with muslim rules, Lost for words for you Americans",religion
Me still thinking about the girls who bullied me in middle/high school for loving the jonas brothers so much and now they're fans,age
"Racism is when u select ur white clothes to wash before d colored one,say no to racism,wash dem all together.",ethnicityandrace
"Did u say Tabligis were wrong, Islamic terrorism is wrong...plz follow first wat u advise to others",religion
"@tayyoung_: FUCK OBAMA, dumb ass nigger LMAO! GOD STILL LOVES YOU, EVEN IF YOU ARE A DUMB BITCH! ^_^",ethnicityandrace
Discussion with BJP? That idiots only knows pakistan Muslims and gandhi parivar. You ask any question Answer is same Rahulgandhi pakistan Muslims. Unfortunately independent India is ruling by irrelevant idiots of India.,religion
"This may lead to social anxiety where one of socially bullied, feelings of helplessness, worthlessness, inadequacy, under-developed psychological and emotional maturity, engaging oneself in high-risk behaviors such as substance and alcohol abuse, self-harm",age
my friend met him for an interview about rock climbing or something and apparently he made some inappropriate gay rape jokes :/,gender
Iâ€™m biracial and the black girls at my junior high/HS bullied me until the day I graduated. They nicknamed me â€œOreoâ€ and would constantly steal my clothes during gym and throw them in the toilet. All because I wasnâ€™t â€œblack enough.â€,age
"@dankmtl And the number of Christians in Israel is increasing, while in all Muslim countries it is shrinking.",religion
so that odd jew or Muslim a hundred years ago made England a multicultural country my God you are so thick it is untrue. And I can’t argue with idiots who believes England was full of ‘BAME’ people 1000’s of years ago.,religion
@LyndaG1963 @MDBishop82 @Coslopuss @MaxBlumenthal @railgirl1952 Which is why the joint blacks and Muslims are murdering police in Ferguson.,religion
"How large is it? U ever did any investigation about the number? Discrimination on yellow colored people has been existing for hundreds of year in white world or cultures, it's not right to throw the reasons of racism towards yellow people on ill-mannered tourists from my country",ethnicityandrace
Nigger nick is a dumb drunk fuck,ethnicityandrace
"Help America @mensamusic RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
If my dad could stop making jokes about gay people and gang rape 'back in his day' that would be great pls &amp; ty,gender
"Kinks n Stuff Very limitless in kinks, But limits are: Vore Gore Toilet stuff Watersport Fav Kinks: Rape Ageplay Cum Throat Fuck Breeding Collar and Leash Public Sex Fav RP scenarios: School Girl x Teacher/Principal/Bully Maid x Master Pet x Master",age
"What are we in High School! Somebody needs to call the principal, the school bullyâ€™s have taken over the playground again. @GovInslee @realDonaldTrump @FreedForGov",age
"This is the problem, if the truth doesn’t fit, idiots like you try to change the facts and truth. Washington post is a highly credible source, unlike the Indian fake media. It was definitely an anti-Muslim carnage. Burning mosques and killing innocents, is definitely anti-Muslim.",religion
You even hear yourself? @tweaker_bell I'm not sexist but I do believe women and men play very different roles in society but are not limited,gender
A new low for extremist #Qatari @AJArabic . Iran is behind terror attack on Shia #Arab mosque in #Qatif http://t.co/XgVcN62i0R @StateDept,ethnicityandrace
@Flex_bills shut the fuck up you dumb yellow eyed nigger,ethnicityandrace
"Niggers fuck with dumb girls because where there's no intellect , no effort is needed. One date ko Chicken Licken and I'm in inside",ethnicityandrace
Racism is when u select your White clothes to wash first before the Black Colored ones... Don't be a racist! Wash them all together *lmao,ethnicityandrace
i thought paris hilton was a racist...there's apparently a tape of her calling black dudes disgusting niggers or something...,ethnicityandrace
"I don 't like to use this word especially toward ladies, but since I can 't identify you as one: shut the fuck up stupid ass bitch! Dumb ass bitch! Keep cooning if you want to bitch, end of the day you 're still a nigger in their eyes, but just a good respectable nigger. Dumbass",ethnicityandrace
"Get on her a** ----> RT Å“@tayyoung_: FUCK OBAMA, dumb ass niggerÂ",ethnicityandrace
"Make all the racist, sexist, and gay jokes you want, but it's cool that you berate others for making rape jokes. You're an inspiration.",gender
Have fun on the wrong side of history @MCAcapello All female Ghostbusters. No I am not sexist but fuck that shit.,gender
@MichaelToes @MrRepzion and here we see the lesser spotted feminazi being ridiculed by equalitarians,gender
#TroyCrazy iz the Right Cross to the Lefty Cross - people love racism and child rape jokes! Just don't do gay jokes! http://blog.timesunion.com/localarts/review-david-cross-troy-music-hall-32016/40705/,gender
"This is called Å“signalingÂ. When revolution kicks off, those closest to white supremacy but are still negro have to turn up the boot (b***y) licking to show they aren't like those unruly field negroes",ethnicityandrace
anyone else experience this weird phenomenon of white girls that bullied you in high school becoming born again catholics in college and making all their insta stories bible verses,age
"I was once bullied in High School together with my 3 friends, all because we are very conservative. It was crazy how they called us names. Even girls are laughing at us. I felt like a loser. Even now that I'm already working, I never did forget a thing. #ENDviolence #LoveYourself",age
"Im going to vote for you even after your Å“u ain't black ifÂ slip up. Also, the last question; you went straight to the police instead of white supremacy. We have colored good cops. She asked about ending systemic racism not police brutality? However I agree about prison reform.",ethnicityandrace
"@sack_vegas the movie is full of racial jokes, rape jokes, gay jokes. Some of it was funny, but a lot was a little cringe worthy",gender
"@DianH4 @ExposeFalsehood And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back",religion
"two hours into school, three rape jokes, and two gay jokes and that's only what I've heard. I had a double period, this, and homeroom. wtf.",gender
"If you can ignore all rape/gay/dick jokes in GET HARD, then go hard. Get hard. Hard on. Erection. Penis. There, I just wrote the screenplay.",gender
"@reflectionluke he was a mess before he met me! using gay as an adjective and rape as a joke, fuckin hell",gender
"You are in awe of Muslims since centuries. Especially Hindu woman. She is good but bhuktus are idiots. Bhuktus u are jealous of us. Admit u look ugly, short and medium bodies no life. Only in B/wood Tarzans. What heroes u show in B/wood is ordinary Abdul in Pak Handsome ppl",religion
"RT @MMMotorsports: @ChaseDahlaBillz @YesYoureSexist @keatonwessman @CJ_Obray Women drivers, what? I'd say we kick ass. http://t.co/3N77tA5Z…",gender
 Å“@gspitzerr: Dumb little nigger needs to back the fuck off ÂAye you need to grow up! People like you make the world an ugly place! You bitch,ethnicityandrace
"From a centrist standpoint there seems to be a lot in common with far left and far right. You said China = socialist, you defend them for murdering Muslims to “prevent terrorism, and avoid unemployment”. My dude I prefer to be an idiot and a child than whatever you are",religion
Å“@PastelWhite666: niggers are why america have problems #True #truetweets #MERICAÂ what the fuck is this. Some people are dumb as fuck.,ethnicityandrace
You are! I already mentioned in the comments that I respect you as human but don't have to accept you! + to gain respect you should give it so don't call over 1 billion Muslims ”if not more” all around the world ”idiots”,religion
Thank God you became ex Muslim so now we have one less idiot in the ummah haha,religion
"Å“@ChewCanSam: Somebody get the camera off that dumb nigger before I flip the fuck out, Subban is a stupid piece of shitÂ",ethnicityandrace
"Nigga can’t call a female a bitch and think they not gon react . It’s different when a female calls another female a bitch , because we say it jokingly . Niggas really be meaning that shit . I feel like it’s hella disrespectful .",gender
"Yes of course it support Islamic terrorism. Why you have problems, because they didn’t ask u.",religion
Local public education is operationally controlled by the States not by the Federal government. The bully pulpit at the Federal Level should not dictate the opening of schools. #schoolsreopening #edchat #education #parents #teachers #educhat #edu8,age
@FakeToniaTodman she should be practising on her cooking skills #mkr,gender
"I was the fat, glasses-wearing new girl every year of both Jr High &amp; High School. ""Hell"" doesn't even come close. This was late '70s-early '80s, before all this anti-bullying stuff started. If you talked to adults about being bullied, they told you to toughen up.",age
By using the term hindutva you are hurting sentiment of all hindus and alienating all of muslim community in India. There are idiots no doubt but stop classifying them to religion. Analogy : It's like calling whole islamic religion terrorists when most of them are not.,religion
"I treated my friends horribly at times, I participated in AIDS/rape jokes and mocked the 'other' gender option deviant art had, I used slurs because it was considered cool at the time (my mum actually told me off for using 'gay' as an insult when I was 11) and so on and so on",gender
The radical left will cry racism and claim you are not a Muslim if you do not follow their ways. African Americans are called non blacks and racists if they support Trump and leave the democrat party. Evangelicals are called non Christians if they follow Trump. I see a trend.,religion
So you don't want to talk about gay slurs and beastiality but you want to joke about rape? Great.,gender
"Would you say that to the school bullies? And should this be how everything operates? At the barrel of a gun, and on the revenge of vigilantes? Should most of the population die because of your revenge fantasy?",age
@JTKlamm you dispute cause your a lil bitch go fuck your self nigger fucking awful cause you lose dumb detriment .,ethnicityandrace
smh high school fucking bullies over here,age
Show original content of the Puran where it says that... These were fake narratives pushed by Muslims to do conversions We have researched all such claims. They are FRAUD claims that only idiots like you believe,religion
"RT @CUTigerBruce: I'm not sexist but the female football commentators on @espn are horrible to listen to. All of them have deep, man voices…",gender
That homely little girl is me...I graduated Pinecrest Woodland Hills (Elementary) in 1985. I was bullied the whole of my schooling...through high school. I'm tougher for it. It wasn't all bad. I have deep anger toward those that pick on innocence! â€“ at Riviera Mobile Estates,age
omg at first i thought u were so intimidating. but i was wrong cause ur nice af. one of my online crushes til i found out ur age,ethnicityandrace
"@Rogue_Lynch: lmao Called @ShawnIsFuego a Nigger last night, i had to be dumb z00t haha Ã‚Â« haha zacks bud got this nigga racist as fuck!",ethnicityandrace
"[We must stand together against those who promote hatred and racism in Israel, Palestine, the U.S. and everywhere.] All bull$hit talk, bern, You are yet to come to #NYCsheletrs and see the hatred, and racism being perpetuated on poor &amp; homeless colored people so that .....",ethnicityandrace
BLM is not a political party. Many people liked Obama as a person. I even like him as a person. His political policies are awful. Did I say he was a Republican? I said he was a Conservative Christian. He would not support your radical BS.,religion
"Things that aren't funny: Rape jokes, Ebola jokes, gay jokes, women jokes, jokes about cutting, suicide jokes, &amp; race jokes (to name a few)",gender
"like i just wanna be super gay for these guys in peace i dont need triggered jokes, rape jokes, &amp; fetishization of gay love smFh",gender
"@HPluckrose @Feminazi_Front No, I""m saying that the ""inequalities"" between men &amp; women are artificial &amp; subjective.",gender
How can you say Barack Obama was the best president ever when he is the one that brought in Muslim refugees that is now part of tearing our government apart you’re one special idiot,religion
"jelly??! RTÅ“@tayyoung_: FUCK OBAMA, dumb ass niggerÂ",ethnicityandrace
Islamic terrorism is spreading all over the world as corona virus U all are nkli Muslim and terrorist lover,religion
They were well instructed by Muslim brotherhood and Hamas on the use of human shields. Here you have hundreds of useful idiots willing to play the part,religion
which ever retard had this account forgot 2FA dumb ass nigga fuck niggers,ethnicityandrace
"Blaming Indians for what is happening to you is like blaming Muslims for 9/11. Kashmiris can't do anything themselves? You are a whole state where are your men? Are they all on Twitter too making paradoxical statements? ""I'm with LGBTQ but I don't support homo acts"" Idiot.",religion
Wat happened 2 American aid workers in ISIS held territory? 4 Islamic terrorists display of humanity is a window of opportunity 2 wage jihad,religion
The Guardian Miley Cyrus makes date rape joke onstage at GAY The Guardian In a break from an arena tour full of... http://dlvr.it/5dyvm3,gender
"Tired of the wack ass niggaz getting recognition, nomore games ! Y'all gonna know my name !!",ethnicityandrace
I liked a @YouTube video from @uhohbrochannel http://t.co/vbV9su10Ko Feminazi FAIL,gender
Chad Wolf sounds like the made up name of a high school bully on a Disney Channel show,age
If you come around me making gay jokes and rape jokes u cut immediately,gender
I hate dumb hood niggers that roll to parties and their only intention is to fuck it up kmt FACK ARFFFF,ethnicityandrace
"“Why boys crack up at rape jokes, think having a girlfriend is “gay,” and still can’t cry—and why we need to give them new and better models of masculinity.” #disruptthedefault",gender
Parents at private school and teachers didn't bully the gov to close schools shem. Public schools and people on twitter with no kids said the gov is sacrificing kids as sacrificial lambs and bullied the President till he closed the schools that he had control of.,age
"I remember when I was young, I dreamed I had one the size of a bus as a pet. He ate the bullies that were mean at school (in the dream.) ^^",age
RT @fruitondabottom: #FeminismisEQUALITYwhen Men are actually listened to and part of the dialog. #HeForShe #WomenAgainstFeminism http://t.…,gender
U calling it Islamophobia does not make islamic terrorism halal. I shud not believe govt and media. Ok. I believe in myself and say that it is islamic terrorism in Kashmiri. Happy? U ppl r well versed in playing victim while being the terrorists.,religion
You're a dumb asshole. @jamiecowan92 I'm no sexist btw cause I'd punch a woman to show that she's equal #equality,gender
"Fellow Christians who are pro Trump - why is your hypocrisy hiding behind him? You support riots, looting by ignoring the reasons behind them. US needs a radical political change. No more @GOP and @DNC but a unified party to fight for ALL of us, not only for the 1% rich!",religion
#MAMAMOOâ€™s #Solar Reveals Her Tragic Past Dealing With School Bullies http://koreaboo.com/stories/mamamoo-solar-bullying-school/ #ë§ˆë§ˆë¬´ #ì†”ë¼ @RBW_MAMAMOO,age
@shelbylynne74 @MechaSauce Women have MORE legal rights than men.,gender
Hey I have a joke to pass around Ironic: A gay comedian made joke about a gang rape and he was found offensive... http://fb.me/24uyJyghy,gender
So about a year ago I met this guy at school and he told me about how he was bullied all through high school and he didnâ€™t really have much friends. Today I saw my boy got himself a girl a KING,age
"If you’re fine with genocide because you don’t like Muslim fundamentalism I’m gonna, with all due respect, say you’re an idiot.",religion
"Poor baby, so we have had no islmacist attacks in the UK over the last 20 years? Are you an idiot, it's the main reason why people from a Conservative Muslim faith kill non believers, most are killed within the middle east and north Africa.. Calling it what it normally is",religion
It isn't the country whats racist look closer to home you idiot see what happened to your mom cause she got.with a.muslim?,religion
Is this a joke? Why are niggers dressed up as the KKK? Looks like some dumb fucks forgot to cover their hands. https://twitter.com/sahluwal/status/703409320763875329,ethnicityandrace
Ya just don't understand how happy that fuck ass dumb ass ugly ass fat ass annoying ass nigger makes me,ethnicityandrace
"Islam encourages marital violence being your proof :) And I don't think that many religions are really more polite than islam, looking especially at Christianity All they did was change it for the masses Thank you for showing your hidden face to the liberal muslim idiots above",religion
I JUST MATCHED WITH THIS GIRL WHO BULLIED ME IN JR HIGH HELP MEEEEE,age
And the way they tried to cancel any celeb that didn't make a public denouncement of : scooter and kanye and kim and Demi and fuckin Taylor's elementary school bully probably. I respect taylor but her stans are so...,age
"(rape) i mean it's not actually bad but the one character who is literally just a fucking ""gay dudes = rapists"" joke sure is. a real thing",gender
fuck Max B ! if tht was ya pops or brother he got killed would dumb niggers be screamin free max B ?,ethnicityandrace
"Tibet, Hong Kong, and Muslims all say hello you absolute idiot.",religion
"@firelorddani made a date rape joke involving gay people. ""Everyone's a little gay. Just put something in their drink"" something like that",gender
They look like ppl I'd bully in middle school,age
"Lmfaoook this white ho mad -----> RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
"During war, idiot. The quran told muslims to be fierce and make the enemy fear you. Like every war commander ever did.",religion
I don’t know y u bloody idiots call RSS a terrorist organisation and in what basis- Have u ever seen RSS killing anyone or forcing some1 to convert to Hinduism. You know what y there r so many Muslim and Christian countries but only one Hindu majority country- coz we dont force.,religion
Ahh Manu well said! Just cook good food and you'll be OK. Simples! Back in ya box bitch Kat #MKR,gender
RT @AndiSaputro: Not sexist but I'm glad there'll be a female driver on F1. Just imagine we can finally see some great accidents thanks for…,gender
@harmlesstree2 Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians. http://t.co/gVJcnOh5bm,religion
@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz how does doing this stuff make him a pussy?,gender
"The fact that YTs are still calling others Å“nigger loverÂ is so disgusting. Drop some names and let black twitter take care of things. (Side Note: @HollywoodSzn is a friend of mine. He's also pretty young so please forgive any mistypings, bc I advised him to share his story)",ethnicityandrace
"@McFly_42: @Jormarkovitch is dumb AS FUCK yea and im a senior, and im NOT a nigger!",ethnicityandrace
Shut the fuck up you dumb nigger,ethnicityandrace
RT @blazinbirdman10 Listen I'm not sexist but there's never been a good all girl band that's just plain fact,gender
So I m challenging u take a placard condem radical Islamic terrorism and U will have my support ? Agree ?,religion
"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY",gender
FFS a can opener is too technical for the skanky hoes #mkr,gender
"when i was at high school in 2005 all the queer kids got outed and bullied while the straight girls had binders full of livejournal printouts of this stuff, the early to mid 00s were bleak",age
Letting companies & jobs fuck up &gt; Yes. Please treat me like a dumb nigger and do the wrong things so I can use it against you later. pic.twitter.com/ns4GyxCrmu,ethnicityandrace
"kindly mention which sangh are u talking about.....islamic terrorism sangh, communist commie sangh . as the term sangh simply means ''assembly or congregation''",religion
every girl who bullied you in high school has â€˜spread kindnessâ€™ as their instagram bio,age
"Similalry, I love ""Christian Woman"", how it starts soft, then kinda stops, and then kicks right into it with the full band. There were some good tunes on that disc",religion
"Even if the dude did groom a girl, that is irrelevant to his point. Just because naruto and dragon ball are popular anime doesn't mean nobody wasn't bullied for looking other anime. It happened all the time in my high school.",age
"You realise that this is literally the same argument as when idiots say that you can't be racist to Muslims because Islam isn't a race? In both cases it's facile, and is designed to allow racism to continue. You should be ashamed.",religion
Fuck obama! Thanx for the tax increase asshole. Glad i didnt vote for that dumb nigger!,ethnicityandrace
Stupid bitch Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ you so trifling https://t.co/4WGUuNdwMZ,gender
"The private security industry is massively over represented with Muslims. No that’s not racist, that’s a fact. Now after this debarked what area is worst effected? ShitBroadyStan. #surprisesurprise @DanielAndrewsMP you idiot",religion
@bilalisyodaddy yesss I know that but there are v4s u stupid fuck it's called vteck u dumb sand nigger,ethnicityandrace
"I will stand up for female sports women that work all their lives only to be knocked out in a ring by a biological man, or the woman that cycles everyday only to be beaten by a biological man. I will stand for those women even if you call me a trans phobic bitch. I am a woman.",gender
Antisemitism in the form of radical islam without who's support labour and Corbin would never have been able to challenge for power is a threat to democracy.The rise of religion in present day UK politics began with the influx of non Christian immigrants.,religion
Ignore the NFL. Treat them as if they do not exist. After they kneel during the anthem there will be no NFL. Overpaid jocks & wannabe gangbangers whose grades were pencil whipped since High School where they raped the girls and bullied the boys. National Felons League. #Standup,age
"And how much daylight is there between the American white nationalists, American Evangelical Christians, the Redpill/Incel misogynists, and radical gun rights groups? I would like to see a Venn diagram, and throw in Trump support, too.",religion
“@CharlotteEscami: When someone tells a rape/gay/mental illness joke https://twitter.com/CharlotteEscami/status/487052362377220096/photo/1”,gender
"Saudi Arabia, Malaysia, Indonesia, UAE, etc are Muslim countries and they are not in the ban. It’s not a Muslim ban. It’s a ban on countries that are safe grounds for terrorists, you idiot Muslim Brotherhood.",religion
"topics and words to stay away from for new tweeters: -gay -rape jokes -racial stereotypes -stereotypes of any kind, really -memes (duh)",gender
never noticed mine until middle school bullies traumatized,age
@despeaux really? Gay rape jokes?,gender
all the power he wants/needs. *IMPEACH BARR NOW* He is the puppeteer and Trump is his puppet. Barr is a bully and has been since grammar school. A bully in any position of power looks like this. *IMPEACH BARR NOW* @ProjectLincoln @glennkirschner2 @gtconway3d @donwinslow,age
gay jokes rape jokes dead baby jokes racial jokes unicorn jokes r all offensive &amp; equally funny dont laugh at 1 without laughin @the others,gender
"I, too, was bullied for my childhood obesity. Vindication came the day I walked into a luncheonette with several colleagues from the magazine I edited, and our waitress was one of the bitchy popular girls who tormented me in high school. I gave her a condescendingly large tip.",age
Exactly my point .lemme tell u bro why is it soo .it is bcuz they are teached la illah ill lal lah meaning theres only allah .no other god and who doesnt recognize allah as god will be punished or killed cuz he is a kafir .their book teaches them hatred .dats y islamic terrorism.,religion
RT @stephaybabes Not sexist but i think male comedians are funnier than female ones. http://t.co/0nRJQFuzxI,gender
@MACCAPONE @_xthatgirlmari fuck you dumb cunt. BYE NIGGER!,ethnicityandrace
Oh another Barsnley idiot wanting out of the EU to stop the muslims. Unless it's the same guy? OMG is this you?????,religion
